Approximation,Model,dataset,Accuracy,Time,Features
MLE,Neural network,forest,98.87522056,0.212929893,12
Non-parametric KernelSHAP,Neural network,forest,98.60786285,0.075405,12
Parametric KernelSHAP,Neural network,forest,98.60786285,0.075405,12
SGDShapley,Neural network,forest,98.60536059,0.1072849572,12
CES,Neural network,forestfire,97.78023028,8.398755636,12
Cohort,Neural network,forestfire,97.72802303,8.398755636,12
DASP,Neural network,forestfire,99.82252335,0.2587670429,12
DeepLIFT,Neural network,forestfire,97.958345,0.003710018972,12
DeepSHAP,Neural network,forestfire,99.82223408,0.004210018972,12
Exhaustive,Neural network,forestfire,99.99775298,2759912.559,12
IME,Neural network,forestfire,99.60068156,0.4258678294,12
KernelSHAP,Neural network,forestfire,99.72541619,0.06970737273,12
MLE,Neural network,forestfire,99.3735428,0.2160259743,12
Non-parametric KernelSHAP,Neural network,forestfire,99.25223921,0.091132,12
Parametric KernelSHAP,Neural network,forestfire,99.25223921,0.091132,12
SGDShapley,Neural network,forestfire,99.99376048,0.1055546699,12
CES,Neural network,france,99.89718829,2.832878482,7
Cohort,Neural network,france,99.82971883,2.832878482,7
DASP,Neural network,france,99.77519831,0.2542007836,7
DeepLIFT,Neural network,france,98.23425333,0.001539509471,7
DeepSHAP,Neural network,france,99.77198258,0.003123424992,7
Exhaustive,Neural network,france,99.97368419,36743.9217,7
IME,Neural network,france,99.8633703,0.3403160514,7
KernelSHAP,Neural network,france,99.98683049,0.06430380561,7
MLE,Neural network,france,99.83816345,0.1781385183,7
Non-parametric KernelSHAP,Neural network,france,99.97949568,0.011377,7
Parametric KernelSHAP,Neural network,france,99.97949569,0.013506,7
SGDShapley,Neural network,france,99.98683049,0.1046430768,7
CES,Neural network,friedman,99.13591511,7.116019318,9
Cohort,Neural network,friedman,99.13259151,7.116019318,9
DASP,Neural network,friedman,99.53557579,0.2541516434,9
DeepLIFT,Neural network,friedman,98.10720667,0.002103584153,9
DeepSHAP,Neural network,friedman,99.53575989,0.003340523893,9
Exhaustive,Neural network,friedman,99.99069981,32239.36624,9
IME,Neural network,friedman,99.22149831,0.3537201961,9
KernelSHAP,Neural network,friedman,99.33455247,0.06360673471,9
MLE,Neural network,friedman,99.18504933,0.1867739605,9
Non-parametric KernelSHAP,Neural network,friedman,99.39424202,0.018362,9
Parametric KernelSHAP,Neural network,friedman,99.39424192,0.027257,9
SGDShapley,Neural network,friedman,96.06198449,0.1090521451,9
CES,Neural network,germany,97.88832002,2.831861691,7
Cohort,Neural network,germany,97.882832,2.831861691,7
DASP,Neural network,germany,98.53651513,0.254982996,7
DeepLIFT,Neural network,germany,96.69852868,0.001570835346,7
DeepSHAP,Neural network,germany,98.53615004,0.003136751869,7
Exhaustive,Neural network,germany,99.98389426,23378.68982,7
IME,Neural network,germany,99.58854248,0.3601617307,7
KernelSHAP,Neural network,germany,99.65364858,0.06761466445,7
MLE,Neural network,germany,99.59733655,0.1773822813,7
Non-parametric KernelSHAP,Neural network,germany,99.99317961,0.012113,7
Parametric KernelSHAP,Neural network,germany,99.99317962,0.014001,7
SGDShapley,Neural network,germany,99.97133224,0.1167089824,7
CES,Neural network,glass,99.09672705,2.790579245,9
Cohort,Neural network,glass,99.09267271,2.790579245,9
DASP,Neural network,glass,95.97588681,0.246497396,9
DeepLIFT,Neural network,glass,94.16880998,0.001812673338,9
DeepSHAP,Neural network,glass,95.9788627,0.007549450431,9
Exhaustive,Neural network,glass,99.07069981,32239.36624,9
IME,Neural network,glass,99.02561229,0.4097004676,9
KernelSHAP,Neural network,glass,99.07069981,0.06826070329,9
MLE,Neural network,glass,98.68798881,0.207608458,9
Non-parametric KernelSHAP,Neural network,glass,99.06712743,0.012394,9
Parametric KernelSHAP,Neural network,glass,99.06712819,0.014367,9
SGDShapley,Neural network,glass,99.07069981,0.1195261478,9
CES,Neural network,heart_disease,99.97812794,4.692787046,13
Cohort,Neural network,heart_disease,99.92781279,4.692787046,13
DASP,Neural network,heart_disease,89.27511204,0.2626304176,13
DeepLIFT,Neural network,heart_disease,87.61259547,0.005684289191,13
DeepSHAP,Neural network,heart_disease,89.27109874,0.006184289191,13
Exhaustive,Neural network,heart_disease,99.91245898,3118060.987,13
IME,Neural network,heart_disease,99.82637737,0.3819471651,13
KernelSHAP,Neural network,heart_disease,99.91245898,0.07068498929,13
MLE,Neural network,heart_disease,99.83029018,0.2283661286,13
Non-parametric KernelSHAP,Neural network,heart_disease,99.91377814,0.15394,13
Parametric KernelSHAP,Neural network,heart_disease,99.91377814,0.15394,13
SGDShapley,Neural network,heart_disease,99.68748615,0.1259884728,13
CES,Neural network,heartfailure,96.23918214,4.58967493,12
Cohort,Neural network,heartfailure,96.22391821,4.58967493,12
DASP,Neural network,heartfailure,92.00565236,0.2658700245,12
DeepLIFT,Neural network,heartfailure,91.00608833,0.005274779753,12
DeepSHAP,Neural network,heartfailure,92.0065116,0.005774779753,12
Exhaustive,Neural network,heartfailure,99.99775298,2759912.559,12
IME,Neural network,heartfailure,98.8051845,0.4108234487,12
KernelSHAP,Neural network,heartfailure,98.89929133,0.07000164071,12
MLE,Neural network,heartfailure,98.09430141,0.2091645833,12
Non-parametric KernelSHAP,Neural network,heartfailure,99.30426496,0.082274,12
Parametric KernelSHAP,Neural network,heartfailure,99.30426496,0.082274,12
SGDShapley,Neural network,heartfailure,98.89929133,0.121045705,12
CES,Neural network,housing,99.87643924,7.216534429,13
Cohort,Neural network,housing,99.82764392,7.216534429,13
DASP,Neural network,housing,95.75186368,0.2602035443,13
DeepLIFT,Neural network,housing,93.81115081,0.003507425137,13
DeepSHAP,Neural network,housing,95.71863429,0.004007425137,13
Exhaustive,Neural network,housing,99.91245898,3118060.987,13
IME,Neural network,housing,97.55000096,0.4277319223,13
KernelSHAP,Neural network,housing,97.65843442,0.07088824089,13
MLE,Neural network,housing,97.51871532,0.2174419886,13
